83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.18
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.22
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.27
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.29
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.31
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.32
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.36
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.37
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.39
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.41
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.42
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.44
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.46
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.47
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.49
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.50
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.52
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.54
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.55
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.59
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.60
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.62
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.64
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.65
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.67
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.69
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.71
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.72
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.74
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.76
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.77
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.78
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.80
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.82
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.84
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.85
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.87
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.89
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.90
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.92
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,77,45,1.94
